Include,StudyID,GroupID,LaboratoryID,PopulationID,EffectID,Title,Year,Authors_all,Lab_PI,Journal,DOI,Species,Developmental_mode,Mean_clutch_size,SD_clutch_size,SE_clutch_size,Focal_clutch_number,Max_clutch_number,Study_area,Lat_study_area,Long_study_area,Elev_study_area,Year_collection,Study_type,Egg_n_collected,Time_collection,Egg_sampl_method,Egg_store,Egg_homog,Egg_homog_name,Site_horm_measured,Horm_measured,Horm_extracted_colum,Method_horm_meas,AntibodyKit,Horm_units,Horm_mean,Horm_Var,Horm_Var_Type,Exp_mother_egg,Method_mother_exp,Type_mother_exp,Horm_mother_exp,Horm_mother_units,Horm_mother_lab,Horm_mother_applied_dose,Horm_mother_mean_nat,Horm_mother_dose_exp,Horm_mother_SD,Horm_mother_cateogrical_dose,Time_mother_exp,Egg_order_exp,Egg_n_exp,Percent_egg_exp,Time_egg_exp,Method_egg_exp,Site_egg_exp,Horm_egg_exp,Horm_egg_units,Horm_egg_lab,Horm_egg_applied_dose,Horm_egg_mean_nat,Horm_egg_dose_exp,Horm_egg_SD,Horm_egg_cateogrical_dose,Solvent_egg_used_exp,Fitness_trait,Fitness_mother,Fitness_offs,Off_life_stage,Off_age,Off_average_nesting_time,Off_relative_age,Off_sex,Blind_data_recording,Partial_or_selective_data_rep,TestStat_N_level,TestStat_N_clutch,TestStat_N_off,TestStat_Type,TestStat_NumberOfPredictors,TestStat_Value,TestStat_df,TestStat_p,TestStat_p_comment,TestDirection,Exp_N_level,Control_Mean,Control_Var,Control_N_clutch,Control_N_off,Exp_Mean,Exp_Var,Exp_N_clutch,Exp_N_off,Shared_control,Shared_control_ID,Var_type,Var_type_comment ,DataLocation,DataSource,DataReporting,Raw,Notes,Quotes,ExtractionID,Extraction_check_observer,Extraction_check_notes,Reply_LM,Comments_after_author_response,Final_exclusion_paper_why,Least_square_means,Cross_fostering,Incubation_prior,Effect_size_type
yes,rayyan-123815653,GR_N_17,Lab_ID_7,Population_ID_18,NA,Yolk androgens and begging behaviour in black-headed gull chicks: An experimental field study,2003,Eising; C.M. and Groothuis; T.G.G.,Groothuis,Animal Behaviour,10.1006/anbe.2003.2287,Chroicocephalus ridibundus,semi-precocial,3,NA,NA,1,NA,Westernieland; The Netherlands,53.4,6.46,NA,NA,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,33.33333333,during laying/after clutch completion/before incubation,injection,yolk,androstenedione and testosterone,ug,NA,10.12,10.96 pg T/mg yolk; 607.01 pg A4/mg yolk,NA,NA,within natural range,plant oil,mother,hatching success,NA,NA,NA,NA,NA,NA,NA,NA,clutch,NA,NA,NA,NA,NA,NA,NA,NA,NA,offspring,78.15,NA,NA,357,77.4,NA,NA,177,no,NA,NA,Absolute percentage (also abs value); no variance,p1028,text,complete,no,From the total number of injected eggs I excluded those predated. Hatching success was calculated from the remaining eggs. 279/357 control; 137/177 exp.,NA,MNA,LM,NA,NA,NA,NA,no,no,no,Absolute
yes,rayyan-123815655,GR_P_02,Lab_ID_9,Population_ID_30,NA,Yolk androgens and the development of avian immunity: an experiment in jackdaws (Corvus monedula),2009,Sandell; Maria I. and Tobler; Michael and Hasselquist; Dennis,Hasselquist,Journal of Experimental Biology,10.1242/jeb.022111,Corvus monedula,altricial,4,NA,NA,NA,NA,Revinge; Sweden,55.68,13.45,NA,2003-2004,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-2; 3-4,2,50,during laying/after clutch completion/before incubation,injection,yolk,androstenedione and testosterone,ng,NA,370,NA,NA,NA,within natural range,plant oil,mother,hatching success,NA,NA,NA,NA,NA,NA,NA,yes,clutch,59,236,Chi-square ,1,1,1,0.32,p-value,unclear,clutch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,p817,text,incomplete,no,The experimental desing is weird: the spp generally lays 4 eggs. In 2004 there were eggs 5th and 6ththat were also manipulated and included in the nest; but since they had high mortality the authors did not include them in any of the coming analysis. For some nests they took the two first eggs and injected one with androgens and the other one with control. For other nests; they took the last two eggs and injected one with androgens and other with control. But then; when they put back the eggs into the nests; they divided 'early' nests from 'late' nests. Meaning that in early nests the 4 eggs of the clutch were 2 treated (one its own egg the other one from another female) and 2 control. So 50% of the eggs were treated per nest. I'm not sure about the number of predictors; but because it is not clear if the predictors they state in the statistical section were the same for all response variables. ,NA,PBD,LM; ASF,1) The authors reported that the clutch size is usually 4 eggs; and they also fit all nests to have that clutch size. This is why even though the mean clutch size is not reported we wrote 4. 2) we added the total number of eggs that were manipulated. 3) The chi-square has 1 factor (we assume that the description of the statistical test is for the other models).,NA,NA,NA,no,no,no,Chi-square
yes,rayyan-123815655,GR_P_02,Lab_ID_9,Population_ID_30,NA,Yolk androgens and the development of avian immunity: an experiment in jackdaws (Corvus monedula),2009,Sandell; Maria I. and Tobler; Michael and Hasselquist; Dennis,Hasselquist,Journal of Experimental Biology,10.1242/jeb.022111,Corvus monedula,altricial,4,NA,NA,NA,NA,Revinge; Sweden,55.68,13.45,NA,2003-2004,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-2; 3-4,2,50,during laying/after clutch completion/before incubation,injection,yolk,androstenedione and testosterone,ng,NA,370,NA,NA,NA,within natural range,plant oil,offspring,NA,survival,before independence,30,30,1,NA,NA,yes,clutch,59,NA,Chi-square ,1,0.34,1,0.56,p-value,unclear,clutch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,p817,text,incomplete,no,The experimental desing is weird: the spp generally lays 4 eggs. In 2004 there were eggs 5th and 6ththat were also manipulated and included in the nest; but since they had high mortality the authors did not include them in any of the coming analysis. For some nests they took the two first eggs and injected one with androgens and the other one with control. For other nests; they took the last two eggs and injected one with androgens and other with control. But then; when they put back the eggs into the nests; they divided 'early' nests from 'late' nests. Meaning that in early nests the 4 eggs of the clutch were 2 treated (one its own egg the other one from another female) and 2 control. So 50% of the eggs were treated per nest. I'm not sure about the number of predictors; but because it is not clear if the predictors they state in the statistical section were the same for all response variables. Mortality was evaluated over the entire nestling period (30 days). Not sure the number of clutches was the same as from the beggining (N =59),NA,PBD,LM; ASF,1) The authors reported that the clutch size is usually 4 eggs; and they also fit all nests to have that clutch size. This is why even though the mean clutch size is not reported we wrote 4. 2) we added the total number of eggs that were manipulated. 3) The chi-square has 1 factor (we assume that the description of the statistical test is for the other models).4) It's not clear the number of clutches they consider for the analysis since they did the test after excluding for predation. If the authors do not reply; we could potentially calculate the number of clutches after considering predation rate.,NA,NA,NA,no,no,no,Chi-square
yes,rayyan-123815655,GR_P_02,Lab_ID_9,Population_ID_30,NA,Yolk androgens and the development of avian immunity: an experiment in jackdaws (Corvus monedula),2009,Sandell; Maria I. and Tobler; Michael and Hasselquist; Dennis,Hasselquist,Journal of Experimental Biology,10.1242/jeb.022111,Corvus monedula,altricial,4,NA,NA,NA,NA,Revinge; Sweden,55.68,13.45,NA,2003-2004,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-2; 3-4,2,50,during laying/after clutch completion/before incubation,injection,yolk,androstenedione and testosterone,ng,NA,370,NA,NA,NA,within natural range,plant oil,offspring,NA,mass,before independence,0,30,0,NA,NA,yes,clutch,unclear,NA,F-test (linear mixed model),7,1.45,40.7,0.23,p-value,unclear,clutch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,p817,text,incomplete,no,The experimental desing is weird: the spp generally lays 4 eggs. In 2004 there were eggs 5th and 6ththat were also manipulated and included in the nest; but since they had high mortality the authors did not include them in any of the coming analysis. For some nests they took the two first eggs and injected one with androgens and the other one with control. For other nests; they took the last two eggs and injected one with androgens and other with control. But then; when they put back the eggs into the nests; they divided 'early' nests from 'late' nests. Meaning that in early nests the 4 eggs of the clutch were 2 treated (one its own egg the other one from another female) and 2 control. So 50% of the eggs were treated per nest. I'm not sure about the number of predictors; but because it is not clear if the predictors they state in the statistical section were the same for all response variables.  Not sure the number of clutches was the same as from the beggining (N =59),NA,PBD,LM; ASF,1) The authors reported that the clutch size is usually 4 eggs; and they also fit all nests to have that clutch size. This is why even though the mean clutch size is not reported we wrote 4. 2) we added the total number of eggs that were manipulated. 3) The chi-square has 1 factor (we assume that the description of the statistical test is for the other models).4) It's not clear the number of clutches they consider for the analysis since they did the test after excluding for predation. If the authors do not reply; we could potentially calculate the number of clutches after considering predation rate.,NA,NA,NA,no,no,no,F-test (linear mixed model)
yes,rayyan-123815655,GR_P_02,Lab_ID_9,Population_ID_30,NA,Yolk androgens and the development of avian immunity: an experiment in jackdaws (Corvus monedula),2009,Sandell; Maria I. and Tobler; Michael and Hasselquist; Dennis,Hasselquist,Journal of Experimental Biology,10.1242/jeb.022111,Corvus monedula,altricial,4,NA,NA,NA,NA,Revinge; Sweden,55.68,13.45,NA,2003-2004,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-2; 3-4,2,50,during laying/after clutch completion/before incubation,injection,yolk,androstenedione and testosterone,ng,NA,370,NA,NA,NA,within natural range,plant oil,offspring,NA,growth rate (mass),before independence,NA,30,NA,NA,NA,yes,clutch,unclear,NA,F-test (linear mixed model),7,0.04,89.3,0.84,p-value,unclear,clutch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,p817,text,incomplete,no,The experimental desing is weird: the spp generally lays 4 eggs. In 2004 there were eggs 5th and 6ththat were also manipulated and included in the nest; but since they had high mortality the authors did not include them in any of the coming analysis.For some nests they took the two first eggs and injected one with androgens and the other one with control. For other nests; they took the last two eggs and injected one with androgens and other with control. But then; when they put back the eggs into the nests; they divided 'early' nests from 'late' nests. Meaning that in early nests the 4 eggs of the clutch were 2 treated (one its own egg the other one from another female) and 2 control. So 50% of the eggs were treated per nest. From the table I understand that growth rate (mass) was evaluated from hatching (d0) till day 28. Not sure the number of clutches was the same as from the beggining (N =59) ,NA,PBD,LM; ASF,1) The authors reported that the clutch size is usually 4 eggs; and they also fit all nests to have that clutch size. This is why even though the mean clutch size is not reported we wrote 4. 2) we added the total number of eggs that were manipulated. 3) The chi-square has 1 factor (we assume that the description of the statistical test is for the other models).4) It's not clear the number of clutches they consider for the analysis since they did the test after excluding for predation. If the authors do not reply; we could potentially calculate the number of clutches after considering predation rate.,NA,NA,NA,no,no,no,F-test (linear mixed model)
yes,rayyan-123815655,GR_P_02,Lab_ID_9,Population_ID_30,NA,Yolk androgens and the development of avian immunity: an experiment in jackdaws (Corvus monedula),2009,Sandell; Maria I. and Tobler; Michael and Hasselquist; Dennis,Hasselquist,Journal of Experimental Biology,10.1242/jeb.022111,Corvus monedula,altricial,4,NA,NA,NA,NA,Revinge; Sweden,55.68,13.45,NA,2003-2004,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-2; 3-4,2,50,during laying/after clutch completion/before incubation,injection,yolk,androstenedione and testosterone,ng,NA,370,NA,NA,NA,within natural range,plant oil,offspring,NA,growth rate (tarsus),before independence,NA,30,NA,NA,NA,yes,clutch,unclear,NA,F-test (linear mixed model),7,0.07,33.8,0.79,p-value,unclear,clutch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,p817,text,incomplete,no,The experimental desing is weird: the spp generally lays 4 eggs. In 2004 there were eggs 5th and 6ththat were also manipulated and included in the nest; but since they had high mortality the authors did not include them in any of the coming analysis.For some nests they took the two first eggs and injected one with androgens and the other one with control. For other nests; they took the last two eggs and injected one with androgens and other with control. But then; when they put back the eggs into the nests; they divided 'early' nests from 'late' nests. Meaning that in early nests the 4 eggs of the clutch were 2 treated (one its own egg the other one from another female) and 2 control. So 50% of the eggs were treated per nest. Growth rate was evaluated from hatching till day 28. But is not clear. Not sure the number of clutches was the same as from the beggining (N =59),NA,PBD,LM; ASF,1) The authors reported that the clutch size is usually 4 eggs; and they also fit all nests to have that clutch size. This is why even though the mean clutch size is not reported we wrote 4. 2) we added the total number of eggs that were manipulated. 3) The chi-square has 1 factor (we assume that the description of the statistical test is for the other models).4) It's not clear the number of clutches they consider for the analysis since they did the test after excluding for predation. If the authors do not reply; we could potentially calculate the number of clutches after considering predation rate.,NA,NA,NA,no,no,no,F-test (linear mixed model)
yes,rayyan-123815655,GR_P_02,Lab_ID_9,Population_ID_30,NA,Yolk androgens and the development of avian immunity: an experiment in jackdaws (Corvus monedula),2009,Sandell; Maria I. and Tobler; Michael and Hasselquist; Dennis,Hasselquist,Journal of Experimental Biology,10.1242/jeb.022111,Corvus monedula,altricial,4,NA,NA,NA,NA,Revinge; Sweden,55.68,13.45,NA,2003-2004,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-2; 3-4,2,50,during laying/after clutch completion/before incubation,injection,yolk,androstenedione and testosterone,ng,NA,370,NA,NA,NA,within natural range,plant oil,offspring,NA,growth rate (wing),before independence,NA,30,NA,NA,NA,yes,clutch,unclear,NA,F-test (linear mixed model),7,0.11,29,0.74,p-value,unclear,clutch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,p817,text,incomplete,no,The experimental desing is weird: the spp generally lays 4 eggs. In 2004 there were eggs 5th and 6ththat were also manipulated and included in the nest; but since they had high mortality the authors did not include them in any of the coming analysis.For some nests they took the two first eggs and injected one with androgens and the other one with control. For other nests; they took the last two eggs and injected one with androgens and other with control. But then; when they put back the eggs into the nests; they divided 'early' nests from 'late' nests. Meaning that in early nests the 4 eggs of the clutch were 2 treated (one its own egg the other one from another female) and 2 control. So 50% of the eggs were treated per nest. From the table I understand that growth rate was evaluated from d10 till day 28. But is not clear. Not sure the number of clutches was the same as from the beggining (N =59),NA,PBD,LM; ASF,1) The authors reported that the clutch size is usually 4 eggs; and they also fit all nests to have that clutch size. This is why even though the mean clutch size is not reported we wrote 4. 2) we added the total number of eggs that were manipulated. 3) The chi-square has 1 factor (we assume that the description of the statistical test is for the other models).4) It's not clear the number of clutches they consider for the analysis since they did the test after excluding for predation. If the authors do not reply; we could potentially calculate the number of clutches after considering predation rate.,NA,NA,NA,no,no,no,F-test (linear mixed model)
yes,rayyan-123815655,GR_P_02,Lab_ID_9,Population_ID_30,NA,Yolk androgens and the development of avian immunity: an experiment in jackdaws (Corvus monedula),2009,Sandell; Maria I. and Tobler; Michael and Hasselquist; Dennis,Hasselquist,Journal of Experimental Biology,10.1242/jeb.022111,Corvus monedula,altricial,4,NA,NA,NA,NA,Revinge; Sweden,55.68,13.45,NA,2003-2004,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-2; 3-4,2,50,during laying/after clutch completion/before incubation,injection,yolk,androstenedione and testosterone,ng,NA,370,NA,NA,NA,within natural range,plant oil,offspring,NA,mass,before independence,28,30,0.933333333,NA,NA,yes,clutch,unclear,NA,F-test (linear mixed model),7,0.001,36.5,0.96,p-value,unclear,clutch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,p817,text,incomplete,no,The experimental desing is weird: the spp generally lays 4 eggs. In 2004 there were eggs 5th and 6ththat were also manipulated and included in the nest; but since they had high mortality the authors did not include them in any of the coming analysis.For some nests they took the two first eggs and injected one with androgens and the other one with control. For other nests; they took the last two eggs and injected one with androgens and other with control. But then; when they put back the eggs into the nests; they divided 'early' nests from 'late' nests. Meaning that in early nests the 4 eggs of the clutch were 2 treated (one its own egg the other one from another female) and 2 control. So 50% of the eggs were treated per nest. From the table I understand that growth rate was evaluated from d14 till day 28. But is not clear. Not sure the number of clutches was the same as from the beggining (N =59),NA,PBD,LM; ASF,1) The authors reported that the clutch size is usually 4 eggs; and they also fit all nests to have that clutch size. This is why even though the mean clutch size is not reported we wrote 4. 2) we added the total number of eggs that were manipulated. 3) The chi-square has 1 factor (we assume that the description of the statistical test is for the other models).4) It's not clear the number of clutches they consider for the analysis since they did the test after excluding for predation. If the authors do not reply; we could potentially calculate the number of clutches after considering predation rate.,NA,NA,NA,no,no,no,F-test (linear mixed model)
yes,rayyan-123815657,GR_N_18,Lab_ID_7,Population_ID_10,NA,Yolk androgens do not appear to mediate sexual conflict over parental investment in the collared flycatcher Ficedula albicollis,2009,Ruuskanen; Suvi and Doligez; Blandine and Tschirren; Barbara and Pitala; Natalia and Gustafsson; Lars and Groothuis; Ton G. G. and Laaksonen; Toni,Groothuis,Hormones and Behavior,10.1016/j.yhbeh.2009.01.010,Ficedula albicollis,altricial,6,NA,NA,1,NA,Gotland; Sweden,57.17,18.33,NA,2007,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,6,100,during laying/after clutch completion/before incubation,injection,yolk,androstenedione and testosterone,ng,Fluka; Switzerland,65.2,74.5,NA,NA,within natural range,plant oil,mother,hatching success,NA,NA,NA,NA,NA,NA,NA,NA,clutch,66,NA,Wilcoxon test,NA,NA,NA,0.94,p-value,positive,clutch,79.74,NA,30,NA,79.77,NA,36,NA,no,NA,NA,Absolute percentage; no variance,p516,text,complete,no,poor data reporting. The data we need most certainly is reported in another paper by the same authors; as they state that they meassured stuff we are interested in but that is all,NA,MNA,NMA; LM,NA,They also have a correlational study; but they do not link this info to any fitness parameter.,NA,NA,no,no,no,Absolute
yes,rayyan-123815659,GR_N_19,Lab_ID_16,Population_ID_3,NA,Yolk androgens in the barn swallow (Hirundo rustica): A test of some adaptive hypotheses,2006,Gil; D. and Ninni; P. and Lacroix; A. and De Lope; F. and Tirard; C. and Marzal; A. and Pape Møller; A.,Møller,Journal of Evolutionary Biology,10.1111/j.1420-9101.2005.00981.x,Hirundo rustica,altricial,5,NA,NA,1 & 2,2,Badajoz; Spain,NA,NA,NA,2001,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,indirect,other (male's tale manipulation - SHORT TAIL),androstenedione,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,clutch size,NA,before independence,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,clutch,4.6969697,0.52943652,33,NA,4.45454545,1.12815215,11,NA,yes,SC_N_2,SD,NA,info sent by the author,text,complete,no,From the information that the author sent; the total number of clutches is 61. In the paper it says 64.,"""Females paired to males with elongated tails laid eggs with greater concentrations of A4 than females mated to males with shortened tails (F2;65.9?=?5.91; P?<?0.01; Fig. 1). """,LM,LM,NA,NA,NA,NA,no,no,no,Mean
